arquivo,link
2016Tarefa1-GrupoB.pdf,https://drive.google.com/file/d/1mDyxJsrikj1EMBQy53pNarQuA6tc6uwn/view?usp=drivesdk
2016Tarefa5-GrupoE.zip,https://drive.google.com/file/d/1okTosoWwMsGO1xzYMDMuX0Y4KMsKKFr2/view?usp=drivesdk
2016Tarefa2-GrupoE.pdf,https://drive.google.com/file/d/1wHPMJqTqEbkqVzc75yI2J9S4C6uXMGG0/view?usp=drivesdk
2016Tarefa1-GrupoE.pdf,https://drive.google.com/file/d/1z4G_10677J0soQOm4XRsqqg0nfUvnkCe/view?usp=drivesdk
2020Tarefa1-GrupoB.pdf,https://drive.google.com/file/d/11zhdHNoPznl-UUKSEqz8IDM0cMjlkUYB/view?usp=drivesdk
2020Tarefa1-GrupoF.pdf,https://drive.google.com/file/d/125v2e6nHyhyz9i0Ld7VV2GltatTHuZ3r/view?usp=drivesdk
2020Tarefa4-GrupoF.pdf,https://drive.google.com/file/d/133li2MWi_utJR5xf76tKGL2pEQhRyAp2/view?usp=drivesdk
2020Tarefa3-GrupoG.pdf,https://drive.google.com/file/d/14groTPNQJFkUuk8TRfgeocdqCK_HwVmv/view?usp=drivesdk
2020Tarefa3-GrupoC.pdf,https://drive.google.com/file/d/1Ea7oAiL_S48HU_9B3DmvuamhIIvLaIXN/view?usp=drivesdk
2020Tarefa1-GrupoA.pdf,https://drive.google.com/file/d/1FBDpNfr0glbVkEBcbj50feeoYFobIe00/view?usp=drivesdk
2020Tarefa3-GrupoF.pdf,https://drive.google.com/file/d/1JKpuMtRZ1lCQeweRI5K__3CbdoaBQlff/view?usp=drivesdk
2020Tarefa4-GrupoA.pdf,https://drive.google.com/file/d/1M3b_9WHa41oFgI878LJP8Nbx4aKuTnIg/view?usp=drivesdk
2020Tarefa2-GrupoC.pdf,https://drive.google.com/file/d/1Muq1ozxRcqYrwsQqnk_WzlHno_Z96fZT/view?usp=drivesdk
2020Tarefa4-GrupoD.pdf,https://drive.google.com/file/d/1T_e5F7hCsdQzyByJbJVrJYUQEyiYlPjp/view?usp=drivesdk
2020Tarefa1-GrupoD.pdf,https://drive.google.com/file/d/1U6G_wJMCwDEB_Pzw5V-k-TgFkxlQGgPg/view?usp=drivesdk
2020Tarefa4-GrupoC.pdf,https://drive.google.com/file/d/1XJJBlu6A3AVowTcF-DK0bkoXhGdql1uG/view?usp=drivesdk
2020Tarefa3-GrupoB.pdf,https://drive.google.com/file/d/1ZPsfgacFlNLCvErI1yMFGJMi5zU-Oy86/view?usp=drivesdk
2020Tarefa2-GrupoF.pdf,https://drive.google.com/file/d/1_y9zpYHqgrIH7sCmdXV4WKMbuOK5nWih/view?usp=drivesdk
2020Tarefa4-GrupoG.pdf,https://drive.google.com/file/d/1cEFByX2cjGOc0gOQv8MIYql-17I32ofL/view?usp=drivesdk
2020Tarefa4-GrupoB.pdf,https://drive.google.com/file/d/1gLf5a9y9BRSYUJIWbnYpevsyiiVAeNFJ/view?usp=drivesdk
2020Tarefa1-GrupoG.pdf,https://drive.google.com/file/d/1iStWlHIcYgIsp1cxFQ8EAFK1bbmrS-S0/view?usp=drivesdk
2020Tarefa2-GrupoD.pdf,https://drive.google.com/file/d/1nfG7CO47QnuiCyipPX7gB4xWxs09ELcS/view?usp=drivesdk
2020Tarefa1-GrupoE.pdf,https://drive.google.com/file/d/1o1gzhsq06pcZnNcN7NonMeDo8kBGVSqh/view?usp=drivesdk
2020Tarefa3-GrupoD.pdf,https://drive.google.com/file/d/1oLAEMDceSvaaIfvNK0XbZigOxWP1aDl6/view?usp=drivesdk
2020Tarefa3-GrupoA.pdf,https://drive.google.com/file/d/1q1ghnVlsZK4E2wlXKDf9Bb7Cfz1uFS4d/view?usp=drivesdk
2020Tarefa2-GrupoE.pdf,https://drive.google.com/file/d/1qGpKztuwwV1RAWVZeq21bYt8E4MRgsCW/view?usp=drivesdk
2020Tarefa3-GrupoE.pdf,https://drive.google.com/file/d/1shXSsfDi4Oc6aZqngPa4cCAbpt5eZbL2/view?usp=drivesdk
2020Tarefa2-GrupoG.pdf,https://drive.google.com/file/d/1tXBDVCI-gwXuddelE8bZgsCOLwmhUb49/view?usp=drivesdk
2020Tarefa2-GrupoB.pdf,https://drive.google.com/file/d/1uuo4mKHF4cr9M9VfmVeltq4_jSyRDK6p/view?usp=drivesdk
2020Tarefa1-GrupoC.pdf,https://drive.google.com/file/d/1yKhk_qFj430jaARC1YaMkDXYygiDndHO/view?usp=drivesdk
2020Tarefa2-GrupoA.pdf,https://drive.google.com/file/d/1z6NHgXwzBKDuaC1m3FprGt9XSb4eKRlh/view?usp=drivesdk
2020Tarefa4-GrupoE.pdf,https://drive.google.com/file/d/1zvpbw0i9cvGwKCTNkqS6TGrBQbrWDoEZ/view?usp=drivesdk
